AcademicYear,AggregateLevel,CountyCode,DistrictCode,SchoolCode,CountyName,DistrictName,SchoolName,CharterYN,ReportingCategory,CumulativeEnrollment,Total Suspensions,Unduplicated Count of Students Suspended (Total),Unduplicated Count of Students Suspended (Defiance-Only),Suspension Rate (Total),Suspension Count Violent Incident (Injury),Suspension Count Violent Incident (No Injury),Suspension Count Weapons Possession,Suspension Count Illicit Drug-Related,Suspension Count Defiance-Only,Suspension Count Other Reasons
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,All,GM,3215,86,65,2,2.0,4,68,3,4,3,4
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,All,GX,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,All,RA,2232,19,16,0,0.7,0,15,1,2,0,1
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,All,RB,24,3,3,0,12.5,0,3,0,0,0,0
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,All,RD,181,3,3,0,1.7,0,3,0,0,0,0
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,All,RF,92,0,0,0,0.0,0,0,0,0,0,0
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,All,RH,1182,30,25,1,2.1,2,19,3,3,1,2
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,All,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,All,RP,31,0,0,0,0.0,0,0,0,0,0,0
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,All,RT,522,9,8,0,1.5,1,7,0,0,0,1
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,All,RW,1912,48,29,2,1.5,2,34,1,7,3,1
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,All,SD,808,33,20,3,2.5,1,23,0,5,4,0
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,All,SE,627,10,9,1,1.4,0,6,0,2,1,1
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,All,SF,28,7,5,0,17.9,0,3,2,2,0,0
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,All,SH,91,1,1,0,1.1,0,0,1,0,0,0
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,All,SS,1882,58,41,2,2.2,3,42,2,7,2,2
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,All,TA,6182,112,84,3,1.4,5,81,5,12,4,5
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,GF,2964,25,18,1,0.6,1,13,1,8,1,1
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,GM,3215,86,65,2,2.0,4,68,3,4,3,4
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,GX,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,RA,2232,19,16,0,0.7,0,15,1,2,0,1
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,RB,24,3,3,0,12.5,0,3,0,0,0,0
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,RD,181,3,3,0,1.7,0,3,0,0,0,0
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,RF,92,0,0,0,0.0,0,0,0,0,0,0
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,RH,1182,30,25,1,2.1,2,19,3,3,1,2
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,RP,31,0,0,0,0.0,0,0,0,0,0,0
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,RT,522,9,8,0,1.5,1,7,0,0,0,1
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,RW,1912,48,29,2,1.5,2,34,1,7,3,1
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,SD,808,33,20,3,2.5,1,23,0,5,4,0
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,SE,627,10,9,1,1.4,0,6,0,2,1,1
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,SF,28,7,5,0,17.9,0,3,2,2,0,0
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,SH,91,1,1,0,1.1,0,0,1,0,0,0
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,SS,1882,58,41,2,2.2,3,42,2,7,2,2
2024-25,D,30,66498,0,Orange,Fountain Valley Elementary,District Office,No,TA,6182,112,84,3,1.4,5,81,5,12,4,5
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,GF,5619,31,28,0,0.5,0,18,0,11,0,2
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,GM,5999,181,128,0,2.1,22,129,10,15,0,5
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,GX,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,RA,2781,10,10,0,0.4,2,6,1,1,0,0
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,RB,153,8,5,0,3.3,0,5,2,1,0,0
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,RF,292,2,2,0,0.7,0,2,0,0,0,0
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,RH,5993,151,108,0,1.8,14,108,4,21,0,4
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,RI,40,1,1,0,2.5,0,0,0,1,0,0
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,RP,24,2,2,0,8.3,0,2,0,0,0,0
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,RT,613,7,7,0,1.1,1,4,1,0,0,1
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,RW,1725,31,21,0,1.2,5,20,2,2,0,2
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,SD,1763,66,47,0,2.7,8,47,3,6,0,2
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,SE,2101,51,33,0,1.6,5,38,2,3,0,3
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,SF,89,3,3,0,3.4,0,0,0,2,0,1
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,SH,200,13,7,0,3.5,0,11,1,1,0,0
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,SS,6471,180,127,0,2.0,18,123,8,25,0,6
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,All,TA,11621,212,156,0,1.3,22,147,10,26,0,7
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,GF,5619,31,28,0,0.5,0,18,0,11,0,2
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,GM,5999,181,128,0,2.1,22,129,10,15,0,5
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,GX,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,RA,2781,10,10,0,0.4,2,6,1,1,0,0
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,RB,153,8,5,0,3.3,0,5,2,1,0,0
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,RF,292,2,2,0,0.7,0,2,0,0,0,0
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,RH,5993,151,108,0,1.8,14,108,4,21,0,4
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,RI,40,1,1,0,2.5,0,0,0,1,0,0
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,RP,24,2,2,0,8.3,0,2,0,0,0,0
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,RT,613,7,7,0,1.1,1,4,1,0,0,1
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,RW,1725,31,21,0,1.2,5,20,2,2,0,2
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,SD,1763,66,47,0,2.7,8,47,3,6,0,2
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,SE,2101,51,33,0,1.6,5,38,2,3,0,3
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,SF,89,3,3,0,3.4,0,0,0,2,0,1
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,SH,200,13,7,0,3.5,0,11,1,1,0,0
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,SS,6471,180,127,0,2.0,18,123,8,25,0,6
2024-25,D,30,66506,0,Orange,Fullerton Elementary,District Office,No,TA,11621,212,156,0,1.3,22,147,10,26,0,7
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,GF,6277,180,143,2,2.3,25,94,5,48,2,6
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,GM,6710,339,249,7,3.7,42,162,7,103,7,18
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,GX,47,0,0,0,0.0,0,0,0,0,0,0
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,RA,2611,25,20,1,0.8,4,8,1,10,1,1
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,RB,196,17,10,0,5.1,1,12,0,2,0,2
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,RD,128,2,2,0,1.6,1,0,0,1,0,0
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,RF,374,3,2,0,0.5,0,3,0,0,0,0
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,RH,7806,412,315,8,4.0,53,198,11,126,8,16
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,RI,13,3,1,0,7.7,0,3,0,0,0,0
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,RP,40,0,0,0,0.0,0,0,0,0,0,0
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,RT,440,25,14,0,3.2,4,15,0,3,0,3
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,RW,1426,32,28,0,2.0,4,17,0,9,0,2
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,SD,1486,159,106,3,7.1,23,88,7,34,3,4
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,SE,1277,126,88,3,6.9,14,63,3,37,3,6
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,SF,60,13,9,0,15.0,1,10,0,1,0,1
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,SH,422,57,34,2,8.1,5,33,1,14,2,2
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,SM,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,SS,8195,452,334,9,4.1,59,230,9,125,9,20
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,All,TA,13034,519,392,9,3.0,67,256,12,151,9,24
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,GF,6277,180,143,2,2.3,25,94,5,48,2,6
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,GM,6710,339,249,7,3.7,42,162,7,103,7,18
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,GX,47,0,0,0,0.0,0,0,0,0,0,0
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,RA,2611,25,20,1,0.8,4,8,1,10,1,1
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,RB,196,17,10,0,5.1,1,12,0,2,0,2
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,RD,128,2,2,0,1.6,1,0,0,1,0,0
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,RF,374,3,2,0,0.5,0,3,0,0,0,0
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,RH,7806,412,315,8,4.0,53,198,11,126,8,16
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,RI,13,3,1,0,7.7,0,3,0,0,0,0
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,RP,40,0,0,0,0.0,0,0,0,0,0,0
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,RT,440,25,14,0,3.2,4,15,0,3,0,3
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,RW,1426,32,28,0,2.0,4,17,0,9,0,2
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,SD,1486,159,106,3,7.1,23,88,7,34,3,4
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,SE,1277,126,88,3,6.9,14,63,3,37,3,6
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,SF,60,13,9,0,15.0,1,10,0,1,0,1
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,SH,422,57,34,2,8.1,5,33,1,14,2,2
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,SM,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,SS,8195,452,334,9,4.1,59,230,9,125,9,20
2024-25,D,30,66514,0,Orange,Fullerton Joint Union High,District Office,No,TA,13034,519,392,9,3.0,67,256,12,151,9,24
2024-25,D,30,66522,0,Orange,Garden Grove Unified,District Office,All,GF,18697,340,283,7,1.5,37,204,12,73,7,7
2024-25,D,30,66522,0,Orange,Garden Grove Unified,District Office,All,GM,19907,1041,776,17,3.9,129,646,33,150,18,65
2024-25,D,30,66522,0,Orange,Garden Grove Unified,District Office,All,GX,15,0,0,0,0.0,0,0,0,0,0,0
2024-25,D,30,66522,0,Orange,Garden Grove Unified,District Office,All,RA,13557,234,186,4,1.4,35,152,11,16,4,16
2024-25,D,30,66522,0,Orange,Garden Grove Unified,District Office,All,RB,222,24,14,0,6.3,1,19,1,3,0,0
2024-25,D,30,66522,0,Orange,Garden Grove Unified,District Office,All,RD,296,4,4,0,1.4,0,3,0,1,0,0
2024-25,D,30,66522,0,Orange,Garden Grove Unified,District Office,All,RF,478,10,8,1,1.7,0,8,0,1,1,0
