AcademicYear,AggregateLevel,CountyCode,DistrictCode,SchoolCode,CountyName,DistrictName,SchoolName,CharterSchool,DASS,ReportingCategory,CohortStudents,Regular HS Diploma Graduates (Count),Regular HS Diploma Graduates (Rate),Met UC/CSU Grad Req's (Count),Met UC/CSU Grad Req's (Rate),Seal of Biliteracy (Count),Seal of Biliteracy (Rate),Golden State Seal Merit Diploma (Count),Golden State Seal Merit Diploma (Rate,Graduates Meeting Local Requirements Exemption (Count),Graduates Meeting Local Requirements Exemption (Rate),CPP Completer (Count),CPP Completer (Rate),Adult Ed. HS Diploma (Count),Adult Ed. HS Diploma (Rate),SPED Certificate (Count),SPED Certificate (Rate),GED Completer (Count),GED Completer (Rate),Other Transfer (Count),Other Transfer (Rate),Dropout (Count),Dropout (Rate),Still Enrolled (Count),Still Enrolled (Rate)
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,All,Yes,RH,98,53,54.1,0,0.0,0,0.0,1,1.9,22,41.5,0,0.0,0,0.0,0,0.0,0,0.0,10,10.2,35,35.7,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,All,Yes,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,All,Yes,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,All,Yes,RT,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,All,Yes,RW,40,25,62.5,0,0.0,0,0.0,0,0.0,9,36.0,0,0.0,0,0.0,0,0.0,1,2.5,3,7.5,11,27.5,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,All,Yes,SD,22,13,59.1,0,0.0,0,0.0,0,0.0,6,46.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,40.9,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,All,Yes,SE,56,23,41.1,0,0.0,0,0.0,0,0.0,13,56.5,0,0.0,0,0.0,0,0.0,1,1.8,7,12.5,25,44.6,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,All,Yes,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,All,Yes,SH,52,27,51.9,0,0.0,0,0.0,0,0.0,18,66.7,0,0.0,0,0.0,0,0.0,0,0.0,1,1.9,24,46.2,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,All,Yes,SS,140,77,55.0,0,0.0,0,0.0,1,1.3,32,41.6,0,0.0,0,0.0,0,0.0,1,0.7,14,10.0,48,34.3,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,All,Yes,TA,161,94,58.4,0,0.0,0,0.0,1,1.1,37,39.4,0,0.0,0,0.0,0,0.0,1,0.6,14,8.7,52,32.3,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,GF,1742,1662,95.4,1041,62.6,613,36.9,736,44.3,17,1.0,10,0.6,0,0.0,10,0.6,5,0.3,5,0.3,43,2.5,7,0.4
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,GM,1900,1772,93.3,984,55.5,450,25.4,715,40.3,31,1.7,4,0.2,1,0.1,32,1.7,15,0.8,11,0.6,59,3.1,6,0.3
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,RA,1032,986,95.5,752,76.3,433,43.9,562,57.0,5,0.5,6,0.6,0,0.0,15,1.5,7,0.7,0,0.0,14,1.4,4,0.4
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,RB,23,21,91.3,8,38.1,2,9.5,3,14.3,0,0.0,0,0.0,0,0.0,1,4.3,0,0.0,0,0.0,1,4.3,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,RD,57,53,93.0,21,39.6,12,22.6,23,43.4,1,1.9,1,1.8,0,0.0,1,1.8,1,1.8,1,1.8,0,0.0,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,RF,51,51,100.0,41,80.4,16,31.4,29,56.9,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,RH,1127,1029,91.3,441,42.9,280,27.2,273,26.5,25,2.4,2,0.2,0,0.0,16,1.4,1,0.1,11,1.0,61,5.4,7,0.6
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,RI,14,14,100.0,7,50.0,5,35.7,6,42.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,RP,13,12,92.3,5,41.7,2,16.7,3,25.0,0,0.0,0,0.0,0,0.0,1,7.7,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,RT,167,160,95.8,107,66.9,56,35.0,80,50.0,4,2.5,0,0.0,0,0.0,1,0.6,0,0.0,1,0.6,5,3.0,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,RW,1165,1115,95.7,644,57.8,258,23.1,473,42.4,12,1.1,5,0.4,1,0.1,7,0.6,11,0.9,3,0.3,21,1.8,2,0.2
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,SD,407,339,83.3,50,14.7,10,2.9,35,10.3,7,2.1,0,0.0,0,0.0,42,10.3,0,0.0,1,0.2,22,5.4,3,0.7
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,SE,555,472,85.0,133,28.2,83,17.6,92,19.5,15,3.2,0,0.0,1,0.2,18,3.2,3,0.5,7,1.3,46,8.3,8,1.4
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,SF,28,21,75.0,3,14.3,0,0.0,1,4.8,3,14.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,25.0,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,SH,400,347,86.8,108,31.1,86,24.8,67,19.3,19,5.5,1,0.3,0,0.0,7,1.8,1,0.3,2,0.5,37,9.3,5,1.3
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,SS,2412,2237,92.7,1139,50.9,631,28.2,798,35.7,40,1.8,9,0.4,1,0.0,31,1.3,15,0.6,16,0.7,93,3.9,10,0.4
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,All,TA,3649,3441,94.3,2026,58.9,1064,30.9,1452,42.2,48,1.4,14,0.4,1,0.0,42,1.2,20,0.5,16,0.4,102,2.8,13,0.4
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,GF,1684,1626,96.6,1041,64.0,613,37.7,736,45.3,5,0.3,10,0.6,0,0.0,10,0.6,5,0.3,1,0.1,25,1.5,7,0.4
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,GM,1797,1714,95.4,984,57.4,450,26.3,714,41.7,6,0.4,4,0.2,1,0.1,32,1.8,14,0.8,1,0.1,25,1.4,6,0.3
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,RA,1018,976,95.9,752,77.0,433,44.4,562,57.6,2,0.2,6,0.6,0,0.0,15,1.5,7,0.7,0,0.0,10,1.0,4,0.4
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,RB,21,20,95.2,8,40.0,2,10.0,3,15.0,0,0.0,0,0.0,0,0.0,1,4.8,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,RD,54,51,94.4,21,41.2,12,23.5,23,45.1,0,0.0,1,1.9,0,0.0,1,1.9,1,1.9,0,0.0,0,0.0,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,RF,50,50,100.0,41,82.0,16,32.0,29,58.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,RH,1029,976,94.8,441,45.2,280,28.7,272,27.9,3,0.3,2,0.2,0,0.0,16,1.6,1,0.1,1,0.1,26,2.5,7,0.7
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,RI,14,14,100.0,7,50.0,5,35.7,6,42.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,RP,13,12,92.3,5,41.7,2,16.7,3,25.0,0,0.0,0,0.0,0,0.0,1,7.7,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,RT,164,158,96.3,107,67.7,56,35.4,80,50.6,3,1.9,0,0.0,0,0.0,1,0.6,0,0.0,1,0.6,4,2.4,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,RW,1125,1090,96.9,644,59.1,258,23.7,473,43.4,3,0.3,5,0.4,1,0.1,7,0.6,10,0.9,0,0.0,10,0.9,2,0.2
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,SD,385,326,84.7,50,15.3,10,3.1,35,10.7,1,0.3,0,0.0,0,0.0,42,10.9,0,0.0,1,0.3,13,3.4,3,0.8
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,SE,499,449,90.0,133,29.6,83,18.5,92,20.5,2,0.4,0,0.0,1,0.2,18,3.6,2,0.4,0,0.0,21,4.2,8,1.6
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,SF,24,19,79.2,3,15.8,0,0.0,1,5.3,1,5.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,20.8,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,SH,348,320,92.0,108,33.8,86,26.9,67,20.9,1,0.3,1,0.3,0,0.0,7,2.0,1,0.3,1,0.3,13,3.7,5,1.4
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,SS,2272,2160,95.1,1139,52.7,631,29.2,797,36.9,8,0.4,9,0.4,1,0.0,31,1.4,14,0.6,2,0.1,45,2.0,10,0.4
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,No,TA,3488,3347,96.0,2026,60.5,1064,31.8,1451,43.4,11,0.3,14,0.4,1,0.0,42,1.2,19,0.5,2,0.1,50,1.4,13,0.4
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,Yes,GF,58,36,62.1,0,0.0,0,0.0,0,0.0,12,33.3,0,0.0,0,0.0,0,0.0,0,0.0,4,6.9,18,31.0,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,Yes,GM,103,58,56.3,0,0.0,0,0.0,1,1.7,25,43.1,0,0.0,0,0.0,0,0.0,1,1.0,10,9.7,34,33.0,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,Yes,RA,14,10,71.4,0,0.0,0,0.0,0,0.0,3,30.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,28.6,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,Yes,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,Yes,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,Yes,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,Yes,RH,98,53,54.1,0,0.0,0,0.0,1,1.9,22,41.5,0,0.0,0,0.0,0,0.0,0,0.0,10,10.2,35,35.7,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,Yes,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,Yes,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,Yes,RT,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,Yes,RW,40,25,62.5,0,0.0,0,0.0,0,0.0,9,36.0,0,0.0,0,0.0,0,0.0,1,2.5,3,7.5,11,27.5,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,Yes,SD,22,13,59.1,0,0.0,0,0.0,0,0.0,6,46.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,40.9,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,Yes,SE,56,23,41.1,0,0.0,0,0.0,0,0.0,13,56.5,0,0.0,0,0.0,0,0.0,1,1.8,7,12.5,25,44.6,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,Yes,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,Yes,SH,52,27,51.9,0,0.0,0,0.0,0,0.0,18,66.7,0,0.0,0,0.0,0,0.0,0,0.0,1,1.9,24,46.2,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,Yes,SS,140,77,55.0,0,0.0,0,0.0,1,1.3,32,41.6,0,0.0,0,0.0,0,0.0,1,0.7,14,10.0,48,34.3,0,0.0
2024-25,D,30,66548,0,Orange,Huntington Beach Union High,District Office,No,Yes,TA,161,94,58.4,0,0.0,0,0.0,1,1.1,37,39.4,0,0.0,0,0.0,0,0.0,1,0.6,14,8.7,52,32.3,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,All,GF,90,89,98.9,79,88.8,45,50.6,55,61.8,0,0.0,0,0.0,0,0.0,0,0.0,1,1.1,0,0.0,0,0.0,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,All,GM,109,105,96.3,89,84.8,52,49.5,70,66.7,0,0.0,0,0.0,0,0.0,1,0.9,1,0.9,0,0.0,1,0.9,1,0.9
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,All,RA,16,15,93.8,14,93.3,12,80.0,13,86.7,0,0.0,0,0.0,0,0.0,0,0.0,1,6.3,0,0.0,0,0.0,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,All,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,All,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,All,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,All,RH,26,25,96.2,18,72.0,11,44.0,10,40.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.8
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,All,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,All,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,All,RT,11,11,100.0,11,100.0,8,72.7,10,90.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,All,RW,141,138,97.9,121,87.7,63,45.7,89,64.5,0,0.0,0,0.0,0,0.0,1,0.7,1,0.7,0,0.0,1,0.7,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,All,SD,21,19,90.5,8,42.1,2,10.5,4,21.1,0,0.0,0,0.0,0,0.0,1,4.8,1,4.8,0,0.0,0,0.0,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,All,SE,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,All,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,All,SH,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,All,SS,67,63,94.0,49,77.8,26,41.3,31,49.2,0,0.0,0,0.0,0,0.0,1,1.5,2,3.0,0,0.0,0,0.0,1,1.5
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,All,TA,199,194,97.5,168,86.6,97,50.0,125,64.4,0,0.0,0,0.0,0,0.0,1,0.5,2,1.0,0,0.0,1,0.5,1,0.5
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,No,GF,90,89,98.9,79,88.8,45,50.6,55,61.8,0,0.0,0,0.0,0,0.0,0,0.0,1,1.1,0,0.0,0,0.0,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,No,GM,109,105,96.3,89,84.8,52,49.5,70,66.7,0,0.0,0,0.0,0,0.0,1,0.9,1,0.9,0,0.0,1,0.9,1,0.9
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,No,RA,16,15,93.8,14,93.3,12,80.0,13,86.7,0,0.0,0,0.0,0,0.0,0,0.0,1,6.3,0,0.0,0,0.0,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,No,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,No,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,No,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,No,RH,26,25,96.2,18,72.0,11,44.0,10,40.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.8
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,No,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,No,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,No,RT,11,11,100.0,11,100.0,8,72.7,10,90.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,No,RW,141,138,97.9,121,87.7,63,45.7,89,64.5,0,0.0,0,0.0,0,0.0,1,0.7,1,0.7,0,0.0,1,0.7,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,No,SD,21,19,90.5,8,42.1,2,10.5,4,21.1,0,0.0,0,0.0,0,0.0,1,4.8,1,4.8,0,0.0,0,0.0,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,No,SE,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,No,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,No,SH,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,No,SS,67,63,94.0,49,77.8,26,41.3,31,49.2,0,0.0,0,0.0,0,0.0,1,1.5,2,3.0,0,0.0,0,0.0,1,1.5
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,All,No,TA,199,194,97.5,168,86.6,97,50.0,125,64.4,0,0.0,0,0.0,0,0.0,1,0.5,2,1.0,0,0.0,1,0.5,1,0.5
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,All,GF,90,89,98.9,79,88.8,45,50.6,55,61.8,0,0.0,0,0.0,0,0.0,0,0.0,1,1.1,0,0.0,0,0.0,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,All,GM,109,105,96.3,89,84.8,52,49.5,70,66.7,0,0.0,0,0.0,0,0.0,1,0.9,1,0.9,0,0.0,1,0.9,1,0.9
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,All,RA,16,15,93.8,14,93.3,12,80.0,13,86.7,0,0.0,0,0.0,0,0.0,0,0.0,1,6.3,0,0.0,0,0.0,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,All,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,All,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,All,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,All,RH,26,25,96.2,18,72.0,11,44.0,10,40.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.8
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,All,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,All,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,All,RT,11,11,100.0,11,100.0,8,72.7,10,90.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,All,RW,141,138,97.9,121,87.7,63,45.7,89,64.5,0,0.0,0,0.0,0,0.0,1,0.7,1,0.7,0,0.0,1,0.7,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,All,SD,21,19,90.5,8,42.1,2,10.5,4,21.1,0,0.0,0,0.0,0,0.0,1,4.8,1,4.8,0,0.0,0,0.0,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,All,SE,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,All,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,All,SH,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,All,SS,67,63,94.0,49,77.8,26,41.3,31,49.2,0,0.0,0,0.0,0,0.0,1,1.5,2,3.0,0,0.0,0,0.0,1,1.5
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,All,TA,199,194,97.5,168,86.6,97,50.0,125,64.4,0,0.0,0,0.0,0,0.0,1,0.5,2,1.0,0,0.0,1,0.5,1,0.5
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,No,GF,90,89,98.9,79,88.8,45,50.6,55,61.8,0,0.0,0,0.0,0,0.0,0,0.0,1,1.1,0,0.0,0,0.0,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,No,GM,109,105,96.3,89,84.8,52,49.5,70,66.7,0,0.0,0,0.0,0,0.0,1,0.9,1,0.9,0,0.0,1,0.9,1,0.9
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,No,RA,16,15,93.8,14,93.3,12,80.0,13,86.7,0,0.0,0,0.0,0,0.0,0,0.0,1,6.3,0,0.0,0,0.0,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,No,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,No,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,No,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,No,RH,26,25,96.2,18,72.0,11,44.0,10,40.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.8
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,No,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,No,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,No,RT,11,11,100.0,11,100.0,8,72.7,10,90.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,No,RW,141,138,97.9,121,87.7,63,45.7,89,64.5,0,0.0,0,0.0,0,0.0,1,0.7,1,0.7,0,0.0,1,0.7,0,0.0
2024-25,D,30,66555,0,Orange,Laguna Beach Unified,District Office,No,No,SD,21,19,90.5,8,42.1,2,10.5,4,21.1,0,0.0,0,0.0,0,0.0,1,4.8,1,4.8,0,0.0,0,0.0,0,0.0
