AcademicYear,AggregateLevel,CountyCode,DistrictCode,SchoolCode,CountyName,DistrictName,SchoolName,CharterSchool,DASS,ReportingCategory,CohortStudents,Regular HS Diploma Graduates (Count),Regular HS Diploma Graduates (Rate),Met UC/CSU Grad Req's (Count),Met UC/CSU Grad Req's (Rate),Seal of Biliteracy (Count),Seal of Biliteracy (Rate),Golden State Seal Merit Diploma (Count),Golden State Seal Merit Diploma (Rate,Graduates Meeting Local Requirements Exemption (Count),Graduates Meeting Local Requirements Exemption (Rate),CPP Completer (Count),CPP Completer (Rate),Adult Ed. HS Diploma (Count),Adult Ed. HS Diploma (Rate),SPED Certificate (Count),SPED Certificate (Rate),GED Completer (Count),GED Completer (Rate),Other Transfer (Count),Other Transfer (Rate),Dropout (Count),Dropout (Rate),Still Enrolled (Count),Still Enrolled (Rate)
2024-25,S,30,66670,3034998,Orange,Santa Ana Unified,Lorin Griset Academy,No,Yes,RW,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3034998,Orange,Santa Ana Unified,Lorin Griset Academy,No,Yes,SD,35,26,74.3,0,0.0,0,0.0,0,0.0,17,65.4,0,0.0,0,0.0,0,0.0,0,0.0,1,2.9,8,22.9,0,0.0
2024-25,S,30,66670,3034998,Orange,Santa Ana Unified,Lorin Griset Academy,No,Yes,SE,99,63,63.6,0,0.0,1,1.6,0,0.0,40,63.5,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,35,35.4,0,0.0
2024-25,S,30,66670,3034998,Orange,Santa Ana Unified,Lorin Griset Academy,No,Yes,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3034998,Orange,Santa Ana Unified,Lorin Griset Academy,No,Yes,SH,154,94,61.0,0,0.0,1,1.1,0,0.0,83,88.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.6,59,38.3,0,0.0
2024-25,S,30,66670,3034998,Orange,Santa Ana Unified,Lorin Griset Academy,No,Yes,SM,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3034998,Orange,Santa Ana Unified,Lorin Griset Academy,No,Yes,SS,220,146,66.4,3,2.1,3,2.1,0,0.0,93,63.7,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,73,33.2,0,0.0
2024-25,S,30,66670,3034998,Orange,Santa Ana Unified,Lorin Griset Academy,No,Yes,TA,223,149,66.8,3,2.0,3,2.0,0,0.0,94,63.1,0,0.0,0,0.0,0,0.0,0,0.0,1,0.4,73,32.7,0,0.0
2024-25,S,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,No,No,GF,159,157,98.7,78,49.7,66,42.0,66,42.0,1,0.6,0,0.0,0,0.0,1,0.6,0,0.0,1,0.6,0,0.0,0,0.0
2024-25,S,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,No,No,GM,171,165,96.5,68,41.2,35,21.2,53,32.1,0,0.0,0,0.0,0,0.0,6,3.5,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,S,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,No,No,RA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,No,No,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,No,No,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,No,No,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,No,No,RH,319,312,97.8,141,45.2,100,32.1,112,35.9,1,0.3,0,0.0,0,0.0,6,1.9,0,0.0,1,0.3,0,0.0,0,0.0
2024-25,S,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,No,No,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,No,No,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,No,No,RT,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,No,No,RW,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,No,No,SD,70,63,90.0,15,23.8,5,7.9,29,46.0,0,0.0,0,0.0,0,0.0,7,10.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,S,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,No,No,SE,108,106,98.1,39,36.8,16,15.1,25,23.6,1,0.9,0,0.0,0,0.0,1,0.9,0,0.0,1,0.9,0,0.0,0,0.0
2024-25,S,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,No,No,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,No,No,SH,92,91,98.9,45,49.5,33,36.3,36,39.6,1,1.1,0,0.0,0,0.0,0,0.0,0,0.0,1,1.1,0,0.0,0,0.0
2024-25,S,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,No,No,SS,313,306,97.8,138,45.1,97,31.7,114,37.3,1,0.3,0,0.0,0,0.0,6,1.9,0,0.0,1,0.3,0,0.0,0,0.0
2024-25,S,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,No,No,TA,330,322,97.6,146,45.3,101,31.4,119,37.0,1,0.3,0,0.0,0,0.0,7,2.1,0,0.0,1,0.3,0,0.0,0,0.0
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,GF,306,291,95.1,136,46.7,113,38.8,106,36.4,2,0.7,0,0.0,0,0.0,4,1.3,0,0.0,1,0.3,10,3.3,0,0.0
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,GM,317,294,92.7,116,39.5,86,29.3,99,33.7,5,1.7,0,0.0,0,0.0,6,1.9,0,0.0,2,0.6,15,4.7,0,0.0
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,RA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,RH,620,581,93.7,249,42.9,198,34.1,204,35.1,7,1.2,0,0.0,0,0.0,11,1.8,0,0.0,3,0.5,25,4.0,0,0.0
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,RT,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,RW,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,SD,90,70,77.8,13,18.6,4,5.7,16,22.9,1,1.4,0,0.0,0,0.0,11,12.2,0,0.0,0,0.0,9,10.0,0,0.0
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,SE,234,203,86.8,62,30.5,29,14.3,48,23.6,4,2.0,0,0.0,0,0.0,8,3.4,0,0.0,3,1.3,20,8.5,0,0.0
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,SH,75,65,86.7,27,41.5,18,27.7,27,41.5,4,6.2,0,0.0,0,0.0,1,1.3,0,0.0,0,0.0,9,12.0,0,0.0
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,SM,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,SS,593,555,93.6,236,42.5,189,34.1,192,34.6,7,1.3,0,0.0,0,0.0,11,1.9,0,0.0,3,0.5,24,4.0,0,0.0
2024-25,S,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,No,No,TA,625,585,93.6,252,43.1,199,34.0,205,35.0,7,1.2,0,0.0,0,0.0,11,1.8,0,0.0,3,0.5,26,4.2,0,0.0
2024-25,S,30,66670,3036456,Orange,Santa Ana Unified,Valley High,No,No,GF,209,192,91.9,92,47.9,30,15.6,58,30.2,1,0.5,0,0.0,0,0.0,2,1.0,0,0.0,4,1.9,11,5.3,0,0.0
2024-25,S,30,66670,3036456,Orange,Santa Ana Unified,Valley High,No,No,GM,247,224,90.7,58,25.9,8,3.6,52,23.2,14,6.3,0,0.0,0,0.0,7,2.8,0,0.0,4,1.6,12,4.9,0,0.0
2024-25,S,30,66670,3036456,Orange,Santa Ana Unified,Valley High,No,No,RA,15,11,73.3,6,54.5,1,9.1,3,27.3,0,0.0,0,0.0,0,0.0,1,6.7,0,0.0,1,6.7,2,13.3,0,0.0
2024-25,S,30,66670,3036456,Orange,Santa Ana Unified,Valley High,No,No,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036456,Orange,Santa Ana Unified,Valley High,No,No,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036456,Orange,Santa Ana Unified,Valley High,No,No,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036456,Orange,Santa Ana Unified,Valley High,No,No,RH,439,403,91.8,143,35.5,37,9.2,106,26.3,15,3.7,0,0.0,0,0.0,8,1.8,0,0.0,7,1.6,21,4.8,0,0.0
2024-25,S,30,66670,3036456,Orange,Santa Ana Unified,Valley High,No,No,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036456,Orange,Santa Ana Unified,Valley High,No,No,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036456,Orange,Santa Ana Unified,Valley High,No,No,RT,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036456,Orange,Santa Ana Unified,Valley High,No,No,RW,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036456,Orange,Santa Ana Unified,Valley High,No,No,SD,69,54,78.3,10,18.5,0,0.0,13,24.1,3,5.6,0,0.0,0,0.0,9,13.0,0,0.0,1,1.4,5,7.2,0,0.0
2024-25,S,30,66670,3036456,Orange,Santa Ana Unified,Valley High,No,No,SE,202,173,85.6,34,19.7,3,1.7,40,23.1,12,6.9,0,0.0,0,0.0,3,1.5,0,0.0,7,3.5,19,9.4,0,0.0
2024-25,S,30,66670,3036456,Orange,Santa Ana Unified,Valley High,No,No,SH,159,145,91.2,48,33.1,12,8.3,47,32.4,11,7.6,0,0.0,0,0.0,2,1.3,0,0.0,4,2.5,8,5.0,0,0.0
2024-25,S,30,66670,3036456,Orange,Santa Ana Unified,Valley High,No,No,SM,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3036456,Orange,Santa Ana Unified,Valley High,No,No,SS,429,392,91.4,137,34.9,37,9.4,104,26.5,14,3.6,0,0.0,0,0.0,8,1.9,0,0.0,7,1.6,22,5.1,0,0.0
2024-25,S,30,66670,3036456,Orange,Santa Ana Unified,Valley High,No,No,TA,456,416,91.2,150,36.1,38,9.1,110,26.4,15,3.6,0,0.0,0,0.0,9,2.0,0,0.0,8,1.8,23,5.0,0,0.0
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,Yes,GF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,Yes,GM,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,Yes,RA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,Yes,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,Yes,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,Yes,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,Yes,RH,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,Yes,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,Yes,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,Yes,RT,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,Yes,RW,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,Yes,SD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,Yes,SE,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,Yes,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,Yes,SH,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,Yes,SS,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,Yes,TA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,1,Orange,Saddleback Valley Unified,"Nonpublic, Nonsectarian Schools",No,No,GF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,1,Orange,Saddleback Valley Unified,"Nonpublic, Nonsectarian Schools",No,No,GM,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,1,Orange,Saddleback Valley Unified,"Nonpublic, Nonsectarian Schools",No,No,RA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,1,Orange,Saddleback Valley Unified,"Nonpublic, Nonsectarian Schools",No,No,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,1,Orange,Saddleback Valley Unified,"Nonpublic, Nonsectarian Schools",No,No,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,1,Orange,Saddleback Valley Unified,"Nonpublic, Nonsectarian Schools",No,No,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,1,Orange,Saddleback Valley Unified,"Nonpublic, Nonsectarian Schools",No,No,RH,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,1,Orange,Saddleback Valley Unified,"Nonpublic, Nonsectarian Schools",No,No,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,1,Orange,Saddleback Valley Unified,"Nonpublic, Nonsectarian Schools",No,No,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,1,Orange,Saddleback Valley Unified,"Nonpublic, Nonsectarian Schools",No,No,RT,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,1,Orange,Saddleback Valley Unified,"Nonpublic, Nonsectarian Schools",No,No,RW,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,1,Orange,Saddleback Valley Unified,"Nonpublic, Nonsectarian Schools",No,No,SD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,1,Orange,Saddleback Valley Unified,"Nonpublic, Nonsectarian Schools",No,No,SS,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,1,Orange,Saddleback Valley Unified,"Nonpublic, Nonsectarian Schools",No,No,TA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,GF,222,216,97.3,120,55.6,28,13.0,107,49.5,6,2.8,0,0.0,0,0.0,4,1.8,0,0.0,0,0.0,2,0.9,0,0.0
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,GM,251,232,92.4,115,49.6,30,12.9,97,41.8,11,4.7,1,0.4,0,0.0,4,1.6,4,1.6,0,0.0,10,4.0,0,0.0
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,RA,41,38,92.7,28,73.7,5,13.2,24,63.2,0,0.0,1,2.4,0,0.0,2,4.9,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,RF,24,23,95.8,13,56.5,6,26.1,13,56.5,2,8.7,0,0.0,0,0.0,1,4.2,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,RH,207,189,91.3,60,31.7,22,11.6,43,22.8,14,7.4,0,0.0,0,0.0,5,2.4,2,1.0,0,0.0,11,5.3,0,0.0
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,RT,27,27,100.0,19,70.4,6,22.2,16,59.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,RW,164,161,98.2,110,68.3,17,10.6,104,64.6,1,0.6,0,0.0,0,0.0,0,0.0,2,1.2,0,0.0,1,0.6,0,0.0
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,SD,61,50,82.0,6,12.0,0,0.0,9,18.0,1,2.0,0,0.0,0,0.0,8,13.1,2,3.3,0,0.0,1,1.6,0,0.0
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,SE,115,99,86.1,13,13.1,3,3.0,19,19.2,12,12.1,0,0.0,0,0.0,3,2.6,2,1.7,0,0.0,11,9.6,0,0.0
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,SH,69,56,81.2,9,16.1,3,5.4,8,14.3,12,21.4,0,0.0,0,0.0,3,4.3,1,1.4,0,0.0,9,13.0,0,0.0
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,SS,280,258,92.1,92,35.7,21,8.1,76,29.5,16,6.2,0,0.0,0,0.0,7,2.5,3,1.1,0,0.0,12,4.3,0,0.0
2024-25,S,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,No,No,TA,475,450,94.7,236,52.4,58,12.9,204,45.3,17,3.8,1,0.2,0,0.0,8,1.7,4,0.8,0,0.0,12,2.5,0,0.0
2024-25,S,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,No,Yes,GF,43,38,88.4,1,2.6,0,0.0,0,0.0,17,44.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,11.6,0,0.0
2024-25,S,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,No,Yes,GM,72,58,80.6,0,0.0,0,0.0,0,0.0,33,56.9,0,0.0,1,1.4,0,0.0,0,0.0,0,0.0,13,18.1,0,0.0
2024-25,S,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,No,Yes,RA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,No,Yes,RB,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,No,Yes,RD,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,No,Yes,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,No,Yes,RH,81,68,84.0,0,0.0,0,0.0,0,0.0,37,54.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,16.0,0,0.0
2024-25,S,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,No,Yes,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,No,Yes,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,No,Yes,RT,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,No,Yes,RW,26,21,80.8,1,4.8,0,0.0,0,0.0,10,47.6,0,0.0,1,3.8,0,0.0,0,0.0,0,0.0,4,15.4,0,0.0
2024-25,S,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,No,Yes,SD,20,17,85.0,0,0.0,0,0.0,0,0.0,10,58.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,15.0,0,0.0
2024-25,S,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,No,Yes,SE,57,45,78.9,0,0.0,0,0.0,0,0.0,27,60.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,21.1,0,0.0
2024-25,S,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,No,Yes,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,No,Yes,SH,74,60,81.1,1,1.7,0,0.0,0,0.0,44,73.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,18.9,0,0.0
2024-25,S,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,No,Yes,SS,103,86,83.5,1,1.2,0,0.0,0,0.0,49,57.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,16,15.5,0,0.0
2024-25,S,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,No,Yes,TA,115,96,83.5,1,1.0,0,0.0,0,0.0,50,52.1,0,0.0,1,0.9,0,0.0,0,0.0,0,0.0,18,15.7,0,0.0
