Academic Year,Aggregate Level,County Code,District Code,School Code,County Name,District Name,School Name,Charter School,DASS,Reporting Category,ChronicAbsenteeismEligibleCumulativeEnrollment,ChronicAbsenteeismCount,ChronicAbsenteeismRate
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,No,RB,282,65,23.0
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,No,RD,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,No,RF,526,35,6.7
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,No,RH,10439,1885,18.1
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,No,RI,36,5,13.9
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,No,RP,48,14,29.2
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,No,RT,1191,100,8.4
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,No,RW,5927,628,10.6
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,No,SD,3236,668,20.6
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,No,SE,2692,524,19.5
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,No,SF,154,53,34.4
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,No,SH,3953,868,22.0
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,No,SS,11125,2144,19.3
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,No,TA,22866,2943,12.9
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,GF,10845,1430,13.2
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,GM,11267,1405,12.5
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,GR13,4425,458,10.4
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,GR46,4848,462,9.5
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,GR78,2965,355,12.0
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,GR912,7735,1208,15.6
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,GRTK8,14389,1630,11.3
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,GRTKKN,2151,355,16.5
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,GX,12,3,25.0
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,RA,4314,200,4.6
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,RB,273,63,23.1
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,RD,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,RF,507,34,6.7
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,RH,10107,1839,18.2
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,RI,34,5,14.7
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,RP,45,13,28.9
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,RT,1159,96,8.3
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,RW,5684,588,10.3
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,SD,3139,648,20.6
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,SE,2644,514,19.4
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,SF,152,52,34.2
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,SH,3868,850,22.0
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,SS,10792,2087,19.3
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,No,TA,22124,2838,12.8
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,GF,361,50,13.9
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,GM,416,67,16.1
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,GR46,147,16,10.9
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,GR78,630,101,16.0
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,GRTK8,777,117,15.1
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,RA,112,12,10.7
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,RB,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,RD,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,RF,19,1,5.3
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,RH,350,56,16.0
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,RI,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,RP,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,RT,33,4,12.1
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,RW,248,41,16.5
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,SD,105,26,24.8
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,SE,49,11,22.4
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,SF,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,SH,91,21,23.1
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,SS,353,66,18.7
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,Yes,No,TA,777,117,15.1
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,GF,152,122,80.3
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,GM,182,131,72.0
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,GR13,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,GR46,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,GR78,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,GR912,311,237,76.2
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,GRTK8,23,16,69.6
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,GRTKKN,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,RA,18,7,38.9
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,RB,14,11,78.6
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,RD,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,RF,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,RH,224,178,79.5
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,RI,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,RP,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,RT,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,RW,62,47,75.8
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,SD,170,117,68.8
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,SE,84,62,73.8
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,SF,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,SH,103,86,83.5
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,SS,249,194,77.9
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,All,Yes,TA,334,253,75.7
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,GF,152,122,80.3
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,GM,182,131,72.0
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,GR13,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,GR46,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,GR78,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,GR912,311,237,76.2
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,GRTK8,23,16,69.6
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,GRTKKN,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,RA,18,7,38.9
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,RB,14,11,78.6
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,RD,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,RF,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,RH,224,178,79.5
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,RI,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,RP,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,RT,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,RW,62,47,75.8
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,SD,170,117,68.8
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,SE,84,62,73.8
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,SF,*,*,*
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,SH,103,86,83.5
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,SS,249,194,77.9
2024-25,D,30,66647,0,Orange,Placentia-Yorba Linda Unified,District Office,No,Yes,TA,334,253,75.7
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,GF,19075,3526,18.5
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,GM,20053,3610,18.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,GR13,7918,1091,13.8
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,GR46,8567,1106,12.9
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,GR78,6019,979,16.3
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,GR912,13116,3185,24.3
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,GRTK8,26025,3954,15.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,GRTKKN,3521,778,22.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,GX,13,3,23.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,RA,710,51,7.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,RB,101,23,22.8
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,RD,58,10,17.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,RF,99,12,12.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,RH,37507,6912,18.4
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,RI,100,23,23.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,RP,54,13,24.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,RT,135,21,15.6
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,RW,377,74,19.6
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,SD,7000,1814,25.9
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,SE,14985,3002,20.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,SF,332,119,35.8
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,SH,7647,1856,24.3
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,SM,303,60,19.8
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,SS,35439,6732,19.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,All,TA,39141,7139,18.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,GF,17681,3331,18.8
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,GM,18708,3420,18.3
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,GR13,7100,976,13.7
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,GR46,7821,1036,13.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,GR78,5666,943,16.6
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,GR912,12675,3097,24.4
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,GRTK8,23726,3656,15.4
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,GRTKKN,3139,701,22.3
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,GX,12,2,16.7
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,RA,697,51,7.3
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,RB,95,23,24.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,RD,47,10,21.3
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,RF,97,12,12.4
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,RH,34882,6533,18.7
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,RI,92,23,25.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,RP,50,13,26.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,RT,121,21,17.4
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,RW,320,67,20.9
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,SD,6626,1757,26.5
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,SE,14131,2844,20.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,SF,312,113,36.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,SH,7550,1836,24.3
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,SM,302,60,19.9
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,SS,33497,6409,19.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,All,TA,36401,6753,18.6
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,GF,1416,204,14.4
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,GM,1376,203,14.8
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,GR13,835,118,14.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,GR46,751,73,9.7
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,GR78,360,39,10.8
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,GR912,463,100,21.6
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,GRTK8,2330,308,13.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,GRTKKN,384,78,20.3
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,GX,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,RA,13,0,0.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,RB,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,RD,11,0,0.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,RF,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,RH,2678,400,14.9
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,RI,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,RP,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,RT,14,0,0.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,RW,57,7,12.3
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,SD,382,58,15.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,SE,873,163,18.7
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,SF,20,6,30.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,SH,110,26,23.6
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,SM,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,SS,1991,342,17.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,All,TA,2793,408,14.6
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,GF,18777,3254,17.3
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,GM,19710,3298,16.7
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,GR13,7918,1091,13.8
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,GR46,8567,1106,12.9
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,GR78,6016,975,16.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,GR912,12478,2605,20.9
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,GRTK8,26022,3950,15.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,GRTKKN,3521,778,22.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,GX,13,3,23.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,RA,709,50,7.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,RB,101,23,22.8
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,RD,57,10,17.5
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,RF,98,11,11.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,RH,36876,6338,17.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,RI,98,20,20.4
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,RP,54,13,24.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,RT,134,20,14.9
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,RW,373,70,18.8
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,SD,6932,1760,25.4
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,SE,14693,2734,18.6
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,SF,313,100,31.9
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,SH,7359,1605,21.8
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,SM,294,52,17.7
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,SS,34817,6166,17.7
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,No,TA,38500,6555,17.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,GF,17382,3058,17.6
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,GM,18364,3108,16.9
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,GR13,7100,976,13.7
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,GR46,7821,1036,13.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,GR78,5663,939,16.6
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,GR912,12035,2516,20.9
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,GRTK8,23723,3652,15.4
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,GRTKKN,3139,701,22.3
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,GX,12,2,16.7
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,RA,696,50,7.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,RB,95,23,24.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,RD,46,10,21.7
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,RF,96,11,11.5
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,RH,34249,5958,17.4
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,RI,90,20,22.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,RP,50,13,26.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,RT,120,20,16.7
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,RW,316,63,19.9
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,SD,6558,1703,26.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,SE,13837,2575,18.6
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,SF,293,94,32.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,SH,7261,1585,21.8
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,SM,293,52,17.7
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,SS,32873,5842,17.8
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,No,No,TA,35758,6168,17.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,GF,1416,204,14.4
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,GM,1376,203,14.8
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,GR13,835,118,14.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,GR46,751,73,9.7
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,GR78,360,39,10.8
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,GR912,463,100,21.6
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,GRTK8,2330,308,13.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,GRTKKN,384,78,20.3
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,GX,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,RA,13,0,0.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,RB,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,RD,11,0,0.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,RF,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,RH,2678,400,14.9
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,RI,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,RP,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,RT,14,0,0.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,RW,57,7,12.3
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,SD,382,58,15.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,SE,873,163,18.7
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,SF,20,6,30.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,SH,110,26,23.6
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,SM,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,SS,1991,342,17.2
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,Yes,No,TA,2793,408,14.6
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,GF,432,363,84.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,GM,558,420,75.3
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,GR78,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,GR912,983,778,79.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,GRTK8,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,RA,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,RB,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,RD,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,RF,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,RH,971,768,79.1
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,RI,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,RP,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,RT,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,RW,*,*,*
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,SD,111,86,77.5
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,SE,456,364,79.8
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,SF,25,23,92.0
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,SH,385,314,81.6
2024-25,D,30,66670,0,Orange,Santa Ana Unified,District Office,All,Yes,SM,13,9,69.2
