Academic Year,Aggregate Level,County Code,District Code,School Code,County Name,District Name,School Name,Charter School,DASS,Reporting Category,ChronicAbsenteeismEligibleCumulativeEnrollment,ChronicAbsenteeismCount,ChronicAbsenteeismRate
2024-25,S,30,66621,6029870,Orange,Orange Unified,Olive Elementary,No,No,RP,*,*,*
2024-25,S,30,66621,6029870,Orange,Orange Unified,Olive Elementary,No,No,RT,*,*,*
2024-25,S,30,66621,6029870,Orange,Orange Unified,Olive Elementary,No,No,RW,56,9,16.1
2024-25,S,30,66621,6029870,Orange,Orange Unified,Olive Elementary,No,No,SD,87,15,17.2
2024-25,S,30,66621,6029870,Orange,Orange Unified,Olive Elementary,No,No,SE,84,14,16.7
2024-25,S,30,66621,6029870,Orange,Orange Unified,Olive Elementary,No,No,SF,*,*,*
2024-25,S,30,66621,6029870,Orange,Orange Unified,Olive Elementary,No,No,SH,12,8,66.7
2024-25,S,30,66621,6029870,Orange,Orange Unified,Olive Elementary,No,No,SS,252,52,20.6
2024-25,S,30,66621,6029870,Orange,Orange Unified,Olive Elementary,No,No,TA,333,60,18.0
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,GF,196,27,13.8
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,GM,238,30,12.6
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,GR13,174,22,12.6
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,GR46,183,21,11.5
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,GRTK8,435,57,13.1
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,GRTKKN,78,14,17.9
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,GX,*,*,*
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,RA,21,2,9.5
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,RB,*,*,*
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,RD,*,*,*
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,RF,*,*,*
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,RH,333,47,14.1
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,RI,*,*,*
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,RP,*,*,*
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,RT,*,*,*
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,RW,49,3,6.1
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,SD,71,16,22.5
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,SE,108,8,7.4
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,SF,*,*,*
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,SH,12,7,58.3
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,SS,340,48,14.1
2024-25,S,30,66621,6029888,Orange,Orange Unified,Palmyra GATE Magnet,No,No,TA,435,57,13.1
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,GF,220,5,2.3
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,GM,194,8,4.1
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,GR13,177,5,2.8
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,GR46,154,3,1.9
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,GRTK8,414,13,3.1
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,GRTKKN,83,5,6.0
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,RA,52,1,1.9
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,RB,*,*,*
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,RD,*,*,*
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,RF,*,*,*
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,RH,128,4,3.1
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,RI,*,*,*
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,RP,*,*,*
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,RT,34,1,2.9
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,RW,176,7,4.0
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,SD,34,4,11.8
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,SE,19,0,0.0
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,SF,*,*,*
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,SH,*,*,*
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,SS,140,6,4.3
2024-25,S,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,No,No,TA,414,13,3.1
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,GF,156,30,19.2
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,GM,187,44,23.5
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,GR13,146,30,20.5
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,GR46,137,27,19.7
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,GRTK8,343,74,21.6
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,GRTKKN,60,17,28.3
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,RA,15,0,0.0
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,RB,*,*,*
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,RD,*,*,*
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,RF,*,*,*
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,RH,273,62,22.7
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,RI,*,*,*
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,RP,*,*,*
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,RT,*,*,*
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,RW,30,8,26.7
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,SD,74,23,31.1
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,SE,105,26,24.8
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,SF,*,*,*
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,SH,15,6,40.0
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,SS,284,66,23.2
2024-25,S,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,No,No,TA,343,74,21.6
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,GF,269,32,11.9
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,GM,266,32,12.0
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,GR13,216,19,8.8
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,GR46,235,31,13.2
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,GRTK8,535,64,12.0
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,GRTKKN,84,14,16.7
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,RA,50,1,2.0
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,RB,*,*,*
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,RD,15,4,26.7
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,RF,11,0,0.0
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,RH,193,28,14.5
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,RI,*,*,*
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,RP,*,*,*
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,RT,53,8,15.1
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,RW,204,19,9.3
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,SD,61,9,14.8
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,SE,30,2,6.7
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,SH,*,*,*
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,SS,232,40,17.2
2024-25,S,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,No,No,TA,535,64,12.0
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,GF,178,35,19.7
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,GM,189,46,24.3
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,GR13,143,27,18.9
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,GR46,155,28,18.1
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,GRTK8,367,81,22.1
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,GRTKKN,69,26,37.7
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,RA,*,*,*
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,RB,*,*,*
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,RD,*,*,*
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,RF,*,*,*
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,RH,324,71,21.9
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,RI,*,*,*
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,RP,*,*,*
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,RT,*,*,*
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,RW,18,4,22.2
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,SD,81,31,38.3
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,SE,118,26,22.0
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,SF,*,*,*
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,SH,21,9,42.9
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,SS,335,70,20.9
2024-25,S,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,No,No,TA,367,81,22.1
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,GF,203,26,12.8
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,GM,197,31,15.7
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,GR13,139,18,12.9
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,GR46,183,25,13.7
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,GRTK8,400,57,14.3
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,GRTKKN,78,14,17.9
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,RA,*,*,*
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,RB,*,*,*
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,RD,*,*,*
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,RF,*,*,*
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,RH,351,51,14.5
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,RI,*,*,*
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,RP,*,*,*
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,RT,*,*,*
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,RW,20,0,0.0
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,SD,58,8,13.8
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,SE,169,20,11.8
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,SF,*,*,*
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,SH,43,13,30.2
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,SS,358,53,14.8
2024-25,S,30,66621,6029961,Orange,Orange Unified,Taft Elementary,No,No,TA,400,57,14.3
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,GF,307,15,4.9
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,GM,301,23,7.6
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,GR13,262,15,5.7
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,GR46,250,14,5.6
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,GRTK8,609,38,6.2
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,GRTKKN,97,9,9.3
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,GX,*,*,*
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,RA,62,4,6.5
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,RB,*,*,*
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,RD,14,1,7.1
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,RF,12,0,0.0
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,RH,172,12,7.0
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,RI,*,*,*
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,RP,*,*,*
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,RT,50,1,2.0
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,RW,298,20,6.7
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,SD,70,5,7.1
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,SE,29,6,20.7
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,SF,*,*,*
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,SH,*,*,*
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,SS,203,27,13.3
2024-25,S,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,No,No,TA,609,38,6.2
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,GF,204,40,19.6
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,GM,227,49,21.6
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,GR13,175,41,23.4
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,GR46,182,33,18.1
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,GRTK8,431,89,20.6
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,GRTKKN,74,15,20.3
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,RA,*,*,*
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,RB,*,*,*
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,RD,*,*,*
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,RF,*,*,*
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,RH,351,78,22.2
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,RI,*,*,*
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,RP,*,*,*
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,RT,12,1,8.3
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,RW,33,7,21.2
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,SD,49,13,26.5
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,SE,123,30,24.4
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,SF,*,*,*
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,SH,30,11,36.7
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,SS,361,80,22.2
2024-25,S,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,No,No,TA,431,89,20.6
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,GF,367,72,19.6
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,GM,402,56,13.9
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,GR78,769,128,16.6
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,GRTK8,769,128,16.6
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,RA,68,3,4.4
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,RB,*,*,*
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,RD,12,1,8.3
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,RF,*,*,*
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,RH,420,85,20.2
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,RI,*,*,*
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,RP,*,*,*
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,RT,31,4,12.9
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,RW,222,30,13.5
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,SD,90,20,22.2
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,SE,73,23,31.5
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,SF,*,*,*
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,SH,36,14,38.9
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,SS,452,99,21.9
2024-25,S,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,No,No,TA,769,128,16.6
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,GF,414,26,6.3
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,GM,448,18,4.0
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,GR13,270,16,5.9
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,GR46,307,21,6.8
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,GR78,196,3,1.5
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,GRTK8,862,44,5.1
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,GRTKKN,89,4,4.5
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,RA,86,1,1.2
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,RB,*,*,*
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,RD,*,*,*
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,RF,17,0,0.0
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,RH,459,33,7.2
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,RI,*,*,*
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,RP,*,*,*
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,RT,61,2,3.3
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,RW,218,8,3.7
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,SD,97,8,8.2
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,SE,55,2,3.6
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,SF,*,*,*
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,SH,*,*,*
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,SS,372,27,7.3
2024-25,S,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,No,No,TA,862,44,5.1
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,GF,230,46,20.0
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,GM,224,43,19.2
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,GR78,455,89,19.6
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,GRTK8,455,89,19.6
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,GX,*,*,*
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,RA,21,1,4.8
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,RB,*,*,*
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,RD,*,*,*
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,RF,*,*,*
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,RH,401,83,20.7
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,RI,*,*,*
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,RP,*,*,*
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,RT,*,*,*
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,RW,19,3,15.8
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,SD,66,15,22.7
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,SE,128,34,26.6
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,SF,*,*,*
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,SH,53,16,30.2
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,SS,423,81,19.1
2024-25,S,30,66621,6061725,Orange,Orange Unified,Portola Middle,No,No,TA,455,89,19.6
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,GF,211,41,19.4
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,GM,226,46,20.4
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,GR78,440,88,20.0
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,GRTK8,440,88,20.0
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,GX,*,*,*
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,RA,*,*,*
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,RB,*,*,*
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,RD,*,*,*
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,RF,*,*,*
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,RH,394,71,18.0
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,RI,*,*,*
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,RP,*,*,*
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,RT,*,*,*
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,RW,29,9,31.0
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,SD,79,24,30.4
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,SE,99,25,25.3
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,SF,*,*,*
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,SH,23,8,34.8
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,SS,392,81,20.7
2024-25,S,30,66621,6061733,Orange,Orange Unified,Yorba Middle,No,No,TA,440,88,20.0
2024-25,S,30,66621,6071112,Orange,Orange Unified,Linda Vista Elementary,No,No,GF,145,8,5.5
2024-25,S,30,66621,6071112,Orange,Orange Unified,Linda Vista Elementary,No,No,GM,155,10,6.5
2024-25,S,30,66621,6071112,Orange,Orange Unified,Linda Vista Elementary,No,No,GR13,106,4,3.8
2024-25,S,30,66621,6071112,Orange,Orange Unified,Linda Vista Elementary,No,No,GR46,134,6,4.5
2024-25,S,30,66621,6071112,Orange,Orange Unified,Linda Vista Elementary,No,No,GRTK8,300,18,6.0
2024-25,S,30,66621,6071112,Orange,Orange Unified,Linda Vista Elementary,No,No,GRTKKN,60,8,13.3
2024-25,S,30,66621,6071112,Orange,Orange Unified,Linda Vista Elementary,No,No,RA,19,0,0.0
2024-25,S,30,66621,6071112,Orange,Orange Unified,Linda Vista Elementary,No,No,RB,*,*,*
2024-25,S,30,66621,6071112,Orange,Orange Unified,Linda Vista Elementary,No,No,RD,*,*,*
2024-25,S,30,66621,6071112,Orange,Orange Unified,Linda Vista Elementary,No,No,RF,*,*,*
2024-25,S,30,66621,6071112,Orange,Orange Unified,Linda Vista Elementary,No,No,RH,145,6,4.1
2024-25,S,30,66621,6071112,Orange,Orange Unified,Linda Vista Elementary,No,No,RI,*,*,*
