cds,county,district,school,el_count,reclass_count,year,reclass_rate,org_level_num,county_code,district_code,school_code,charter_num,dass_num
30664643030210,Orange,Capistrano Unified,Capistrano Valley High,145,18,20,0.124137931034483,4,30,66464,3030210,,
30664643030210,Orange,Capistrano Unified,Capistrano Valley High,140,9,21,0.0642857142857143,4,30,66464,3030210,,
30664643030210,Orange,Capistrano Unified,Capistrano Valley High,149,17,25,0.114093959731544,4,30,66464,3030210,0,0
30664643030574,Orange,Capistrano Unified,Aliso Niguel High,89,30,19,0.337078651685393,4,30,66464,3030574,,
30664643030574,Orange,Capistrano Unified,Aliso Niguel High,66,37,20,0.560606060606061,4,30,66464,3030574,,
30664643030574,Orange,Capistrano Unified,Aliso Niguel High,74,12,21,0.162162162162162,4,30,66464,3030574,,
30664643030574,Orange,Capistrano Unified,Aliso Niguel High,152,19,25,0.125,4,30,66464,3030574,0,0
30664643030756,Orange,Capistrano Unified,Tesoro High,24,9,19,0.375,4,30,66464,3030756,,
30664643030756,Orange,Capistrano Unified,Tesoro High,33,6,20,0.181818181818182,4,30,66464,3030756,,
30664643030756,Orange,Capistrano Unified,Tesoro High,33,4,21,0.121212121212121,4,30,66464,3030756,,
30664643030756,Orange,Capistrano Unified,Tesoro High,40,6,25,0.15,4,30,66464,3030756,0,0
30664643030798,Orange,Capistrano Unified,Bridges Community Day,1,0,20,0,4,30,66464,3030798,,
30664643030798,Orange,Capistrano Unified,Bridges Community Day,1,0,21,0,4,30,66464,3030798,,
30664643035987,Orange,Capistrano Unified,Junipero Serra High,37,8,19,0.216216216216216,4,30,66464,3035987,,
30664643035987,Orange,Capistrano Unified,Junipero Serra High,26,2,20,0.0769230769230769,4,30,66464,3035987,,
30664643035987,Orange,Capistrano Unified,Junipero Serra High,29,1,21,0.0344827586206897,4,30,66464,3035987,,
30664643035987,Orange,Capistrano Unified,Capistrano Union High,40,1,25,0.025,4,30,66464,3035987,0,1
30664643036001,Orange,Capistrano Unified,San Clemente High,130,13,19,0.1,4,30,66464,3036001,,
30664643036001,Orange,Capistrano Unified,San Clemente High,148,10,20,0.0675675675675676,4,30,66464,3036001,,
30664643036001,Orange,Capistrano Unified,San Clemente High,163,10,21,0.0613496932515337,4,30,66464,3036001,,
30664643036001,Orange,Capistrano Unified,San Clemente High,149,12,25,0.0805369127516778,4,30,66464,3036001,0,0
30664643038569,Orange,Capistrano Unified,Dana Hills High,89,30,19,0.337078651685393,4,30,66464,3038569,,
30664643038569,Orange,Capistrano Unified,Dana Hills High,104,9,20,0.0865384615384615,4,30,66464,3038569,,
30664643038569,Orange,Capistrano Unified,Dana Hills High,101,12,21,0.118811881188119,4,30,66464,3038569,,
30664643038569,Orange,Capistrano Unified,Dana Hills High,119,12,25,0.100840336134454,4,30,66464,3038569,0,0
30664646027585,Orange,Capistrano Unified,Concordia Elementary,45,3,19,0.0666666666666667,4,30,66464,6027585,,
30664646027585,Orange,Capistrano Unified,Concordia Elementary,42,4,20,0.0952380952380952,4,30,66464,6027585,,
30664646027585,Orange,Capistrano Unified,Concordia Elementary,26,5,21,0.192307692307692,4,30,66464,6027585,,
30664646027585,Orange,Capistrano Unified,Concordia Elementary,18,2,25,0.111111111111111,4,30,66464,6027585,0,0
30664646027601,Orange,Capistrano Unified,Las Palmas Elementary,309,12,19,0.0388349514563107,4,30,66464,6027601,,
30664646027601,Orange,Capistrano Unified,Las Palmas Elementary,288,17,20,0.0590277777777778,4,30,66464,6027601,,
30664646027601,Orange,Capistrano Unified,Las Palmas Elementary,242,19,21,0.0785123966942149,4,30,66464,6027601,,
30664646027601,Orange,Capistrano Unified,Las Palmas Elementary,189,5,25,0.0264550264550265,4,30,66464,6027601,0,0
30664646027627,Orange,Capistrano Unified,Palisades Elementary,65,3,19,0.0461538461538462,4,30,66464,6027627,,
30664646027627,Orange,Capistrano Unified,Palisades Elementary,48,4,20,0.0833333333333333,4,30,66464,6027627,,
30664646027627,Orange,Capistrano Unified,Palisades Elementary,35,6,21,0.171428571428571,4,30,66464,6027627,,
30664646027627,Orange,Capistrano Unified,Palisades Elementary,21,0,25,0,4,30,66464,6027627,0,0
30664646027635,Orange,Capistrano Unified,Richard Henry Dana Elementary,117,14,19,0.11965811965812,4,30,66464,6027635,,
30664646027635,Orange,Capistrano Unified,Richard Henry Dana Elementary,110,12,20,0.109090909090909,4,30,66464,6027635,,
30664646027635,Orange,Capistrano Unified,Richard Henry Dana Elementary,97,8,21,0.0824742268041237,4,30,66464,6027635,,
30664646027635,Orange,Capistrano Unified,Richard Henry Dana Elementary,81,6,25,0.0740740740740741,4,30,66464,6027635,0,0
30664646027643,Orange,Capistrano Unified,San Juan Elementary,397,33,19,0.0831234256926952,4,30,66464,6027643,,
30664646027643,Orange,Capistrano Unified,San Juan Elementary,387,22,20,0.0568475452196382,4,30,66464,6027643,,
30664646027643,Orange,Capistrano Unified,San Juan Elementary,366,19,21,0.0519125683060109,4,30,66464,6027643,,
30664646027643,Orange,Capistrano Unified,San Juan Elementary,336,16,25,0.0476190476190476,4,30,66464,6027643,0,0
30664646058929,Orange,Capistrano Unified,Marco Forster Middle,365,70,19,0.191780821917808,4,30,66464,6058929,,
30664646058929,Orange,Capistrano Unified,Marco Forster Middle,372,89,20,0.239247311827957,4,30,66464,6058929,,
30664646058929,Orange,Capistrano Unified,Marco Forster Middle,384,45,21,0.1171875,4,30,66464,6058929,,
30664646058929,Orange,Capistrano Unified,Marco Forster Middle,287,57,25,0.198606271777004,4,30,66464,6058929,0,0
30664646068589,Orange,Capistrano Unified,Viejo Elementary,217,11,19,0.0506912442396313,4,30,66464,6068589,,
30664646068589,Orange,Capistrano Unified,Viejo Elementary,186,22,20,0.118279569892473,4,30,66464,6068589,,
30664646068589,Orange,Capistrano Unified,Viejo Elementary,168,14,21,0.0833333333333333,4,30,66464,6068589,,
30664646068589,Orange,Capistrano Unified,Viejo Elementary,117,8,25,0.0683760683760684,4,30,66464,6068589,0,0
30664646089452,Orange,Capistrano Unified,Castille Elementary,39,4,19,0.102564102564103,4,30,66464,6089452,,
30664646089452,Orange,Capistrano Unified,Castille Elementary,39,6,20,0.153846153846154,4,30,66464,6089452,,
30664646089452,Orange,Capistrano Unified,Castille Elementary,32,6,21,0.1875,4,30,66464,6089452,,
30664646089452,Orange,Capistrano Unified,Castille Elementary,32,6,25,0.1875,4,30,66464,6089452,0,0
30664646094619,Orange,Capistrano Unified,Del Obispo Elementary,115,4,19,0.0347826086956522,4,30,66464,6094619,,
30664646094619,Orange,Capistrano Unified,Del Obispo Elementary,98,9,20,0.0918367346938776,4,30,66464,6094619,,
30664646094619,Orange,Capistrano Unified,Del Obispo Elementary,86,4,21,0.0465116279069768,4,30,66464,6094619,,
30664646094619,Orange,Capistrano Unified,Del Obispo Elementary,68,4,25,0.0588235294117647,4,30,66464,6094619,0,0
30664646095087,Orange,Capistrano Unified,Moulton Elementary,60,10,19,0.166666666666667,4,30,66464,6095087,,
30664646095087,Orange,Capistrano Unified,Moulton Elementary,51,18,20,0.352941176470588,4,30,66464,6095087,,
30664646095087,Orange,Capistrano Unified,Moulton Elementary,37,11,21,0.297297297297297,4,30,66464,6095087,,
30664646095087,Orange,Capistrano Unified,Moulton Elementary,52,8,25,0.153846153846154,4,30,66464,6095087,0,0
30664646095095,Orange,Capistrano Unified,Niguel Hills Middle,61,19,19,0.311475409836066,4,30,66464,6095095,,
30664646095095,Orange,Capistrano Unified,Niguel Hills Middle,59,28,20,0.474576271186441,4,30,66464,6095095,,
30664646095095,Orange,Capistrano Unified,Niguel Hills Middle,66,17,21,0.257575757575758,4,30,66464,6095095,,
30664646095095,Orange,Capistrano Unified,Niguel Hills Middle,89,11,25,0.123595505617978,4,30,66464,6095095,0,0
30664646097398,Orange,Capistrano Unified,Harold Ambuehl Elementary,65,4,19,0.0615384615384615,4,30,66464,6097398,,
30664646097398,Orange,Capistrano Unified,Harold Ambuehl Elementary,56,5,20,0.0892857142857143,4,30,66464,6097398,,
30664646097398,Orange,Capistrano Unified,Harold Ambuehl Elementary,53,2,21,0.0377358490566038,4,30,66464,6097398,,
30664646097398,Orange,Capistrano Unified,Harold Ambuehl Elementary,24,2,25,0.0833333333333333,4,30,66464,6097398,0,0
30664646097406,Orange,Capistrano Unified,Shorecliffs Middle,78,10,19,0.128205128205128,4,30,66464,6097406,,
30664646097406,Orange,Capistrano Unified,Shorecliffs Middle,60,23,20,0.383333333333333,4,30,66464,6097406,,
30664646097406,Orange,Capistrano Unified,Shorecliffs Middle,69,4,21,0.0579710144927536,4,30,66464,6097406,,
30664646097406,Orange,Capistrano Unified,Shorecliffs Middle,66,11,25,0.166666666666667,4,30,66464,6097406,0,0
30664646098495,Orange,Capistrano Unified,Carl Hankey Elementary,82,4,19,0.0487804878048781,4,30,66464,6098495,,
30664646098495,Orange,Capistrano Unified,Carl Hankey Elementary,68,11,20,0.161764705882353,4,30,66464,6098495,,
30664646098495,Orange,Capistrano Unified,Carl Hankey Elementary,58,7,21,0.120689655172414,4,30,66464,6098495,,
30664646098495,Orange,Capistrano Unified,Carl Hankey Elementary,49,5,25,0.102040816326531,4,30,66464,6098495,0,0
30664646101125,Orange,Capistrano Unified,Newhart Middle,108,25,19,0.231481481481482,4,30,66464,6101125,,
30664646101125,Orange,Capistrano Unified,Newhart Middle,90,31,20,0.344444444444444,4,30,66464,6101125,,
30664646101125,Orange,Capistrano Unified,Newhart Middle,85,16,21,0.188235294117647,4,30,66464,6101125,,
30664646101125,Orange,Capistrano Unified,Fred Newhart Middle,79,12,25,0.151898734177215,4,30,66464,6101125,0,0
30664646106801,Orange,Capistrano Unified,Marian Bergeson Elementary,82,4,19,0.0487804878048781,4,30,66464,6106801,,
30664646106801,Orange,Capistrano Unified,Marian Bergeson Elementary,74,18,20,0.243243243243243,4,30,66464,6106801,,
30664646106801,Orange,Capistrano Unified,Marian Bergeson Elementary,48,18,21,0.375,4,30,66464,6106801,,
30664646106801,Orange,Capistrano Unified,Marian Bergeson Elementary,58,16,25,0.275862068965517,4,30,66464,6106801,0,0
30664646106819,Orange,Capistrano Unified,Truman Benedict Elementary,11,1,19,0.0909090909090909,4,30,66464,6106819,,
30664646106819,Orange,Capistrano Unified,Truman Benedict Elementary,10,4,20,0.4,4,30,66464,6106819,,
30664646106819,Orange,Capistrano Unified,Truman Benedict Elementary,14,0,21,0,4,30,66464,6106819,,
30664646106819,Orange,Capistrano Unified,Truman Benedict Elementary,10,3,25,0.3,4,30,66464,6106819,0,0
30664646108740,Orange,Capistrano Unified,George White Elementary,75,7,19,0.0933333333333333,4,30,66464,6108740,,
30664646108740,Orange,Capistrano Unified,George White Elementary,86,6,20,0.0697674418604651,4,30,66464,6108740,,
30664646108740,Orange,Capistrano Unified,George White Elementary,67,7,21,0.104477611940299,4,30,66464,6108740,,
30664646108740,Orange,Capistrano Unified,George White Elementary,55,6,25,0.109090909090909,4,30,66464,6108740,0,0
30664646109474,Orange,Capistrano Unified,Philip J. Reilly Elementary,43,5,19,0.116279069767442,4,30,66464,6109474,,
30664646109474,Orange,Capistrano Unified,Philip J. Reilly Elementary,31,10,20,0.32258064516129,4,30,66464,6109474,,
30664646109474,Orange,Capistrano Unified,Philip J. Reilly Elementary,26,4,21,0.153846153846154,4,30,66464,6109474,,
30664646109474,Orange,Capistrano Unified,Philip J. Reilly Elementary,14,2,25,0.142857142857143,4,30,66464,6109474,0,0
30664646110852,Orange,Capistrano Unified,Arroyo Vista Elementary,31,8,19,0.258064516129032,4,30,66464,6110852,,
30664646110852,Orange,Capistrano Unified,Arroyo Vista Elementary,25,14,20,0.56,4,30,66464,6110852,,
30664646110852,Orange,Capistrano Unified,Arroyo Vista Elementary,21,4,21,0.19047619047619,4,30,66464,6110852,,
30664646110852,Orange,Capistrano Unified,Arroyo Vista Elementary,24,11,25,0.458333333333333,4,30,66464,6110852,0,0
30664646111397,Orange,Capistrano Unified,Aliso Viejo Middle,79,18,19,0.227848101265823,4,30,66464,6111397,,
30664646111397,Orange,Capistrano Unified,Aliso Viejo Middle,69,18,20,0.260869565217391,4,30,66464,6111397,,
30664646111397,Orange,Capistrano Unified,Aliso Viejo Middle,67,9,21,0.134328358208955,4,30,66464,6111397,,
30664646111397,Orange,Capistrano Unified,Aliso Viejo Middle,70,15,25,0.214285714285714,4,30,66464,6111397,0,0
30664646111793,Orange,Capistrano Unified,Bathgate Elementary,89,6,19,0.0674157303370787,4,30,66464,6111793,,
30664646111793,Orange,Capistrano Unified,Bathgate Elementary,61,27,20,0.442622950819672,4,30,66464,6111793,,
30664646111793,Orange,Capistrano Unified,Bathgate Elementary,59,8,21,0.135593220338983,4,30,66464,6111793,,
30664646111793,Orange,Capistrano Unified,Bathgate Elementary,65,15,25,0.230769230769231,4,30,66464,6111793,0,0
30664646111801,Orange,Capistrano Unified,Hidden Hills Elementary,119,11,19,0.092436974789916,4,30,66464,6111801,,
30664646111801,Orange,Capistrano Unified,Hidden Hills Elementary,136,12,20,0.0882352941176471,4,30,66464,6111801,,
30664646111801,Orange,Capistrano Unified,Hidden Hills Elementary,116,12,21,0.103448275862069,4,30,66464,6111801,,
30664646111801,Orange,Capistrano Unified,Hidden Hills Elementary,105,13,25,0.123809523809524,4,30,66464,6111801,0,0
30664646111819,Orange,Capistrano Unified,Clarence Lobo Elementary,75,2,19,0.0266666666666667,4,30,66464,6111819,,
30664646111819,Orange,Capistrano Unified,Clarence Lobo Elementary,91,1,20,0.010989010989011,4,30,66464,6111819,,
30664646111819,Orange,Capistrano Unified,Clarence Lobo Elementary,84,3,21,0.0357142857142857,4,30,66464,6111819,,
30664646111819,Orange,Capistrano Unified,Clarence Lobo Elementary,66,2,25,0.0303030303030303,4,30,66464,6111819,0,0
30664646111827,Orange,Capistrano Unified,John Malcom Elementary,28,3,19,0.107142857142857,4,30,66464,6111827,,
30664646111827,Orange,Capistrano Unified,John Malcom Elementary,25,6,20,0.24,4,30,66464,6111827,,
30664646111827,Orange,Capistrano Unified,John Malcom Elementary,19,3,21,0.157894736842105,4,30,66464,6111827,,
30664646111827,Orange,Capistrano Unified,John Malcom Elementary,27,1,25,0.037037037037037,4,30,66464,6111827,0,0
30664646111835,Orange,Capistrano Unified,Wood Canyon Elementary,95,7,19,0.0736842105263158,4,30,66464,6111835,,
30664646111835,Orange,Capistrano Unified,Wood Canyon Elementary,93,5,20,0.0537634408602151,4,30,66464,6111835,,
30664646111835,Orange,Capistrano Unified,Wood Canyon Elementary,67,6,21,0.0895522388059701,4,30,66464,6111835,,
30664646111835,Orange,Capistrano Unified,Wood Canyon Elementary,72,9,25,0.125,4,30,66464,6111835,0,0
30664646113344,Orange,Capistrano Unified,Oak Grove Elementary,77,10,19,0.12987012987013,4,30,66464,6113344,,
30664646113344,Orange,Capistrano Unified,Oak Grove Elementary,73,18,20,0.246575342465753,4,30,66464,6113344,,
30664646113344,Orange,Capistrano Unified,Oak Grove Elementary,66,14,21,0.212121212121212,4,30,66464,6113344,,
30664646113344,Orange,Capistrano Unified,Oak Grove Elementary,94,13,25,0.138297872340426,4,30,66464,6113344,0,0
30664646114516,Orange,Capistrano Unified,Las Flores Elementary,49,6,19,0.122448979591837,4,30,66464,6114516,,
30664646114516,Orange,Capistrano Unified,Las Flores Elementary,43,12,20,0.27906976744186,4,30,66464,6114516,,
30664646114516,Orange,Capistrano Unified,Las Flores Elementary,46,2,21,0.0434782608695652,4,30,66464,6114516,,
30664646114516,Orange,Capistrano Unified,Las Flores Elementary,24,3,25,0.125,4,30,66464,6114516,0,0
30664646114524,Orange,Capistrano Unified,Wagon Wheel Elementary,16,3,19,0.1875,4,30,66464,6114524,,
30664646114524,Orange,Capistrano Unified,Wagon Wheel Elementary,15,4,20,0.266666666666667,4,30,66464,6114524,,
30664646114524,Orange,Capistrano Unified,Wagon Wheel Elementary,11,1,21,0.0909090909090909,4,30,66464,6114524,,
30664646114524,Orange,Capistrano Unified,Wagon Wheel Elementary,35,4,25,0.114285714285714,4,30,66464,6114524,0,0
30664646115406,Orange,Capistrano Unified,Bernice Ayer Middle,136,22,19,0.161764705882353,4,30,66464,6115406,,
30664646115406,Orange,Capistrano Unified,Bernice Ayer Middle,116,29,20,0.25,4,30,66464,6115406,,
30664646115406,Orange,Capistrano Unified,Bernice Ayer Middle,114,10,21,0.087719298245614,4,30,66464,6115406,,
30664646115406,Orange,Capistrano Unified,Bernice Ayer Middle,96,23,25,0.239583333333333,4,30,66464,6115406,0,0
30664646117634,Orange,Capistrano Unified,Don Juan Avila Elementary,84,7,19,0.0833333333333333,4,30,66464,6117634,,
30664646117634,Orange,Capistrano Unified,Don Juan Avila Elementary,90,18,20,0.2,4,30,66464,6117634,,
30664646117634,Orange,Capistrano Unified,Don Juan Avila Elementary,75,4,21,0.0533333333333333,4,30,66464,6117634,,
30664646117634,Orange,Capistrano Unified,Don Juan Avila Elementary,73,13,25,0.178082191780822,4,30,66464,6117634,0,0
30664646117642,Orange,Capistrano Unified,Don Juan Avila Middle,47,13,19,0.276595744680851,4,30,66464,6117642,,
30664646117642,Orange,Capistrano Unified,Don Juan Avila Middle,49,21,20,0.428571428571429,4,30,66464,6117642,,
30664646117642,Orange,Capistrano Unified,Don Juan Avila Middle,51,19,21,0.372549019607843,4,30,66464,6117642,,
30664646117642,Orange,Capistrano Unified,Don Juan Avila Middle,61,10,25,0.163934426229508,4,30,66464,6117642,0,0
30664646117725,Orange,Capistrano Unified,Las Flores Middle,18,3,19,0.166666666666667,4,30,66464,6117725,,
30664646117725,Orange,Capistrano Unified,Las Flores Middle,24,7,20,0.291666666666667,4,30,66464,6117725,,
30664646117725,Orange,Capistrano Unified,Las Flores Middle,21,6,21,0.285714285714286,4,30,66464,6117725,,
30664646117725,Orange,Capistrano Unified,Las Flores Middle,22,7,25,0.318181818181818,4,30,66464,6117725,0,0
30664646117733,Orange,Capistrano Unified,Kinoshita Elementary,418,17,19,0.0406698564593301,4,30,66464,6117733,,
30664646117733,Orange,Capistrano Unified,Kinoshita Elementary,378,49,20,0.12962962962963,4,30,66464,6117733,,
30664646117733,Orange,Capistrano Unified,Kinoshita Elementary,331,22,21,0.0664652567975831,4,30,66464,6117733,,
30664646117733,Orange,Capistrano Unified,Kinoshita Elementary,181,17,25,0.0939226519337017,4,30,66464,6117733,0,0
30664646117741,Orange,Capistrano Unified,Tijeras Creek Elementary,24,3,19,0.125,4,30,66464,6117741,,
30664646117741,Orange,Capistrano Unified,Tijeras Creek Elementary,16,7,20,0.4375,4,30,66464,6117741,,
30664646117741,Orange,Capistrano Unified,Tijeras Creek Elementary,15,3,21,0.2,4,30,66464,6117741,,
30664646117741,Orange,Capistrano Unified,Tijeras Creek Elementary,25,4,25,0.16,4,30,66464,6117741,0,0
30664646117758,Orange,Capistrano Unified,Journey,30,0,19,0,4,30,66464,6117758,,
30664646117758,Orange,Capistrano Unified,Journey,23,11,20,0.478260869565217,4,30,66464,6117758,,
30664646117758,Orange,Capistrano Unified,Journey,21,0,21,0,4,30,66464,6117758,,
30664646117758,Orange,Capistrano Unified,Journey,42,11,25,0.261904761904762,4,30,66464,6117758,1,0
30664646117881,Orange,Capistrano Unified,Richard Henry Dana Exceptional Needs,15,1,19,0.0666666666666667,4,30,66464,6117881,,
30664646117881,Orange,Capistrano Unified,Richard Henry Dana Exceptional Needs,10,0,20,0,4,30,66464,6117881,,
30664646117881,Orange,Capistrano Unified,Richard Henry Dana Exceptional Needs,5,2,21,0.4,4,30,66464,6117881,,
30664646118947,Orange,Capistrano Unified,Chaparral Elementary,45,4,19,0.0888888888888889,4,30,66464,6118947,,
30664646118947,Orange,Capistrano Unified,Chaparral Elementary,42,14,20,0.333333333333333,4,30,66464,6118947,,
30664646118947,Orange,Capistrano Unified,Chaparral Elementary,34,10,21,0.294117647058824,4,30,66464,6118947,,
30664646118947,Orange,Capistrano Unified,Chaparral Elementary,29,7,25,0.241379310344828,4,30,66464,6118947,0,0
30664646118954,Orange,Capistrano Unified,Marblehead Elementary,99,6,19,0.0606060606060606,4,30,66464,6118954,,
30664646118954,Orange,Capistrano Unified,Marblehead Elementary,88,6,20,0.0681818181818182,4,30,66464,6118954,,
30664646118954,Orange,Capistrano Unified,Marblehead Elementary,60,4,21,0.0666666666666667,4,30,66464,6118954,,
30664646118954,Orange,Capistrano Unified,Marblehead Elementary,32,0,25,0,4,30,66464,6118954,0,0
30664646120281,Orange,Capistrano Unified,Laguna Niguel Elementary,84,3,19,0.0357142857142857,4,30,66464,6120281,,
30664646120281,Orange,Capistrano Unified,Laguna Niguel Elementary,65,10,20,0.153846153846154,4,30,66464,6120281,,
30664646120281,Orange,Capistrano Unified,Laguna Niguel Elementary,43,8,21,0.186046511627907,4,30,66464,6120281,,
30664646120281,Orange,Capistrano Unified,Laguna Niguel Elementary,60,11,25,0.183333333333333,4,30,66464,6120281,0,0
30664646120356,Orange,Capistrano Unified,Opportunities for Learning - Capistrano,2,0,19,0,4,30,66464,6120356,,
30664646120356,Orange,Capistrano Unified,Opportunities for Learning - Capistrano,5,0,20,0,4,30,66464,6120356,,
30664646120356,Orange,Capistrano Unified,Opportunities for Learning - Capistrano,9,0,21,0,4,30,66464,6120356,,
30664646120356,Orange,Capistrano Unified,Opportunities for Learning - Capistrano,20,4,25,0.2,4,30,66464,6120356,1,1
30664720000001,Orange,Centralia Elementary,"Nonpublic, Nonsectarian Schools",1,0,25,0,4,30,66472,0000001,0,0
30664726027668,Orange,Centralia Elementary,Buena Terra Elementary,95,38,19,0.4,4,30,66472,6027668,,
30664726027668,Orange,Centralia Elementary,Buena Terra Elementary,118,8,20,0.0677966101694915,4,30,66472,6027668,,
30664726027668,Orange,Centralia Elementary,Buena Terra Elementary,109,16,21,0.146788990825688,4,30,66472,6027668,,
30664726027668,Orange,Centralia Elementary,Buena Terra Elementary,106,33,25,0.311320754716981,4,30,66472,6027668,0,0
30664726027676,Orange,Centralia Elementary,Centralia Elementary,191,64,19,0.335078534031414,4,30,66472,6027676,,
30664726027676,Orange,Centralia Elementary,Centralia Elementary,201,7,20,0.0348258706467662,4,30,66472,6027676,,
30664726027676,Orange,Centralia Elementary,Centralia Elementary,169,26,21,0.153846153846154,4,30,66472,6027676,,
30664726027676,Orange,Centralia Elementary,Centralia Elementary,203,19,25,0.0935960591133005,4,30,66472,6027676,0,0
30664726027684,Orange,Centralia Elementary,Danbrook Elementary,310,101,19,0.325806451612903,4,30,66472,6027684,,
30664726027684,Orange,Centralia Elementary,Danbrook Elementary,307,0,20,0,4,30,66472,6027684,,
30664726027684,Orange,Centralia Elementary,Danbrook Elementary,260,30,21,0.115384615384615,4,30,66472,6027684,,
30664726027684,Orange,Centralia Elementary,Danbrook Elementary,226,41,25,0.18141592920354,4,30,66472,6027684,0,0
30664726027692,Orange,Centralia Elementary,George B. Miller Elementary,72,41,19,0.569444444444445,4,30,66472,6027692,,
30664726027692,Orange,Centralia Elementary,George B. Miller Elementary,92,4,20,0.0434782608695652,4,30,66472,6027692,,
30664726027692,Orange,Centralia Elementary,George B. Miller Elementary,101,14,21,0.138613861386139,4,30,66472,6027692,,
30664726027692,Orange,Centralia Elementary,George B. Miller Elementary,92,16,25,0.173913043478261,4,30,66472,6027692,0,0
30664726027700,Orange,Centralia Elementary,Glen H. Dysinger Sr. Elementary,73,23,19,0.315068493150685,4,30,66472,6027700,,
30664726027700,Orange,Centralia Elementary,Glen H. Dysinger Sr. Elementary,91,0,20,0,4,30,66472,6027700,,
30664726027700,Orange,Centralia Elementary,Glen H. Dysinger Sr. Elementary,93,7,21,0.0752688172043011,4,30,66472,6027700,,
30664726027700,Orange,Centralia Elementary,Glen H. Dysinger Sr. Elementary,76,8,25,0.105263157894737,4,30,66472,6027700,0,0
30664726027734,Orange,Centralia Elementary,Raymond Temple Elementary,88,33,19,0.375,4,30,66472,6027734,,
30664726027734,Orange,Centralia Elementary,Raymond Temple Elementary,83,2,20,0.0240963855421687,4,30,66472,6027734,,
30664726027734,Orange,Centralia Elementary,Raymond Temple Elementary,88,8,21,0.0909090909090909,4,30,66472,6027734,,
30664726027734,Orange,Centralia Elementary,Raymond Temple Elementary,83,15,25,0.180722891566265,4,30,66472,6027734,0,0
30664726027742,Orange,Centralia Elementary,San Marino Elementary,127,36,19,0.283464566929134,4,30,66472,6027742,,
30664726027742,Orange,Centralia Elementary,San Marino Elementary,140,5,20,0.0357142857142857,4,30,66472,6027742,,
30664726027742,Orange,Centralia Elementary,San Marino Elementary,146,11,21,0.0753424657534247,4,30,66472,6027742,,
30664726027742,Orange,Centralia Elementary,San Marino Elementary,147,14,25,0.0952380952380952,4,30,66472,6027742,0,0
30664726066823,Orange,Centralia Elementary,Los Coyotes Elementary,46,34,19,0.739130434782609,4,30,66472,6066823,,
30664726066823,Orange,Centralia Elementary,Los Coyotes Elementary,55,0,20,0,4,30,66472,6066823,,
30664726066823,Orange,Centralia Elementary,Los Coyotes Elementary,39,21,21,0.538461538461538,4,30,66472,6066823,,
30664726066823,Orange,Centralia Elementary,Los Coyotes Elementary,42,11,25,0.261904761904762,4,30,66472,6066823,0,0
30664800000001,Orange,Cypress Elementary,"Nonpublic, Nonsectarian Schools",2,0,19,0,4,30,66480,0000001,,
30664800000001,Orange,Cypress Elementary,"Nonpublic, Nonsectarian Schools",1,0,21,0,4,30,66480,0000001,,
30664806027767,Orange,Cypress Elementary,A. E. Arnold Elementary,151,8,19,0.0529801324503311,4,30,66480,6027767,,
30664806027767,Orange,Cypress Elementary,A. E. Arnold Elementary,150,1,20,0.00666666666666667,4,30,66480,6027767,,
30664806027767,Orange,Cypress Elementary,A. E. Arnold Elementary,115,24,21,0.208695652173913,4,30,66480,6027767,,
30664806027767,Orange,Cypress Elementary,A. E. Arnold Elementary,89,11,25,0.123595505617978,4,30,66480,6027767,0,0
30664806027791,Orange,Cypress Elementary,Clara J. King Elementary,139,10,19,0.0719424460431655,4,30,66480,6027791,,
30664806027791,Orange,Cypress Elementary,Clara J. King Elementary,154,3,20,0.0194805194805195,4,30,66480,6027791,,
30664806027791,Orange,Cypress Elementary,Clara J. King Elementary,123,18,21,0.146341463414634,4,30,66480,6027791,,
30664806027791,Orange,Cypress Elementary,Clara J. King Elementary,82,4,25,0.0487804878048781,4,30,66480,6027791,0,0
30664806027833,Orange,Cypress Elementary,Frank Vessels Elementary,70,10,19,0.142857142857143,4,30,66480,6027833,,
30664806027833,Orange,Cypress Elementary,Frank Vessels Elementary,77,3,20,0.038961038961039,4,30,66480,6027833,,
30664806027833,Orange,Cypress Elementary,Frank Vessels Elementary,68,15,21,0.220588235294118,4,30,66480,6027833,,
30664806027833,Orange,Cypress Elementary,Frank Vessels Elementary,48,5,25,0.104166666666667,4,30,66480,6027833,0,0
30664806027841,Orange,Cypress Elementary,Juliet Morris Elementary,121,19,19,0.15702479338843,4,30,66480,6027841,,
30664806027841,Orange,Cypress Elementary,Juliet Morris Elementary,134,5,20,0.0373134328358209,4,30,66480,6027841,,
30664806027841,Orange,Cypress Elementary,Juliet Morris Elementary,112,27,21,0.241071428571429,4,30,66480,6027841,,
30664806027841,Orange,Cypress Elementary,Juliet Morris Elementary,69,14,25,0.202898550724638,4,30,66480,6027841,0,0
30664806027858,Orange,Cypress Elementary,Margaret Landell Elementary,129,21,19,0.162790697674419,4,30,66480,6027858,,
30664806027858,Orange,Cypress Elementary,Margaret Landell Elementary,139,14,20,0.100719424460432,4,30,66480,6027858,,
30664806027858,Orange,Cypress Elementary,Margaret Landell Elementary,121,33,21,0.272727272727273,4,30,66480,6027858,,
30664806027858,Orange,Cypress Elementary,Margaret Landell Elementary,74,13,25,0.175675675675676,4,30,66480,6027858,0,0
30664806027874,Orange,Cypress Elementary,Steve Luther Elementary,73,5,19,0.0684931506849315,4,30,66480,6027874,,
